Gene	logFC	logCPM	F	PValue	FDR
C1QL1	-3.44576519627372	4.22898005243764	53.1560459017804	6.20041482369375e-05	0.00354725189753185
MYH7	-3.41590255766772	11.6534167961238	21.5439329676136	0.00141513019129849	0.0202251272715589
HSPB3	-3.40967766193219	6.94468163133413	64.2698885068469	3.0360399816647e-05	0.00269390554298659
LMOD2	-3.40371436524068	6.0899889536705	142.836604273771	1.0907424204913e-06	0.000834815290889587
SMPX	-3.39579944333365	7.96292970847002	59.9207524881022	3.95851167948524e-05	0.00294690365101358
GPD1	-3.37797588660472	2.08585984094394	75.0959352493935	0.00053038833982687	0.0115513988817122
DLGAP5	-3.37568192405546	3.87989083546862	72.9072905048779	1.87428349906248e-05	0.00217627604154456
ATP6V1G2	-3.35791745464314	2.81312027232752	35.1743313913386	0.000275816300470166	0.00831389134274359
AURKB	-3.35170833197054	3.01973624307738	51.4128177943847	7.01729900074387e-05	0.00377261529566019
CDKN3	-3.33442691852587	3.62932308682659	39.8237069295095	0.000177807615679675	0.00652171746258367
CENPU	-3.30380008383474	4.25879547768812	114.110115729995	2.73357140419779e-06	0.00127688237464461
TRIM54	-3.29886654420171	3.69784719355286	93.6525315328209	6.43606087854184e-06	0.00144236473812838
FITM1	-3.29114230882231	6.44523152371167	45.3872387431903	0.000110930664515973	0.00481764095491286
OIP5	-3.28261690251405	2.58721222437396	64.2648470864513	2.92044371794272e-05	0.0026380717379955
FSD2	-3.27460464930447	4.40385764599392	46.6906174304459	0.000100040313729069	0.00455473567588288
NDC80	-3.26949154029693	3.61712556033417	87.7553958603264	8.61387618614762e-06	0.00152648882297786
CHCHD10	-3.26191170424453	4.05132915123723	37.106212166841	0.000228550183266467	0.00749746270536586
FAM133A	-3.23709065941945	1.82897313119991	31.899898157108	0.00357059486671434	0.0351559373153715
DMAC1	-3.23425423310749	5.0587230147201	50.9833625382198	7.23861818829178e-05	0.00384941476175744
KLHDC9	-3.21890194787546	2.751978993017	39.925666716288	0.000176190559944805	0.00651390595730065
PPP1R1A	-3.17157213474854	5.11933623837947	66.1503409053294	2.72040656660051e-05	0.00255696966038623
LSMEM2	-3.16459488498363	4.36378562092225	59.0412154171995	4.18538876006662e-05	0.00301901140438794
SPSB4	-3.15567527000079	3.23393641207026	56.209853844884	5.03364616766495e-05	0.00317605269286461
NUF2	-3.1513555874716	2.99993915179511	89.3843279233991	7.31493260208795e-06	0.00151010682649468
TESC	-3.15008334366961	4.74932681488164	76.282216247478	1.57413938154549e-05	0.00196747369962211
CALN1	-3.14509562469981	4.32977808134948	45.0493240952785	0.000113990077953717	0.00491610395535338
PLCB2	-3.12992679206181	3.21989473151533	51.7412636539635	6.85365706765234e-05	0.00375573193794195
AIF1L	-3.10896174294643	6.16716912523761	83.385085244326	1.1143772628349e-05	0.00160965810473869
ITGB1BP2	-3.10375628467149	5.36897370040132	86.3658527689401	9.71718276046827e-06	0.00154490199561112
PPP1R1C	-3.10055314694701	3.39200655592176	44.2420873793541	0.000121731606426	0.00514814507089955
FGF13-AS1	-3.09726368329447	1.84985525691807	30.0309624237696	0.00407134078509145	0.0379895008206607
SLC5A12	-3.09624187591628	2.15534229685346	42.0537028917916	0.000651530182228067	0.0129465835056725
NPPA	-3.09170293966315	12.9055026746039	43.4403735180362	0.000130073534105759	0.00530984140871144
CDCA3	-3.08625894406031	3.71305659905396	43.9221649322865	0.000124978783761704	0.00520691862793187
GABRA4	-3.06842740488662	3.05507091669102	56.75776565942	4.8539880163495e-05	0.00314355798167743
CAV3	-3.06637932945988	3.13684166534564	54.1621269144858	5.78227710456935e-05	0.00341763926575194
KIF20A	-3.06623198780682	4.72428844356883	37.4246948298231	0.000221750254724331	0.0073503467034722
SELENOP	-3.06075779856329	6.16297695726579	101.982093766375	4.47694126768486e-06	0.00128826035805522
CRYM	-3.04827531418819	3.28535044469406	63.4390076287375	3.18985744436254e-05	0.00275046987381717
DHFR	-3.03513380952734	4.17137954600763	97.3263239925953	5.22936047501296e-06	0.00136820987468239
BBOX1-AS1	-3.03491613564476	1.824076866817	29.3829669118743	0.00529550674248106	0.0449764447906749
ZWINT	-3.03073077943337	4.48056258058569	108.41299905934	3.36499763375395e-06	0.00128691034400296
SPC24	-3.02516666656086	2.31190590906778	38.1675897549011	0.000220552437662695	0.00733542454958486
COL9A1	-3.0246577093871	2.75827446747842	46.9234807517412	9.82361200194549e-05	0.00454643250740982
PANCR	-3.01523971393213	1.81512038783146	14.936280248974	0.0055619857698504	0.0463645115905489
NUDT7	-3.01506048513449	3.35248341213086	53.0716463353278	6.23716531019264e-05	0.00355790392098576
C1orf105	-3.01377931137604	4.00949445796694	32.8128943028657	0.000351235940008625	0.00940286882781617
HOPX	-3.00960849650612	7.91185700212022	53.768099628794	5.94175803423982e-05	0.00345979578355751
TOP2A	-3.00456871816686	5.87901523968224	28.9688617054171	0.000537595532597884	0.0116181025728726
FRMD3	-2.99065295824887	5.73991148303405	93.1526353175999	6.68996699922386e-06	0.00147502497107606
G0S2	-2.97904980989651	7.26848023244876	56.3821343803492	4.97628362576561e-05	0.00317605269286461
LINC01405	-2.96987323784696	2.96159914388655	26.8740427657141	0.000691227143632038	0.0134324202942414
AQP10	-2.96710552216453	3.60851283007008	79.6757385219841	1.24116437758436e-05	0.00172733110505943
PTGES3L	-2.95357137977155	4.44532423263246	71.785284990758	1.98947520475259e-05	0.00224364781280805
SGO1	-2.95349181582253	2.30865427090131	44.2439444855992	0.000291678762706423	0.00858056092138904
NEIL3	-2.94827235078824	2.14289449642299	30.7592999226614	0.00099143700657341	0.0163900323336057
HRC	-2.94808032077665	5.05008026545436	67.4353965110995	2.52783978976185e-05	0.00251795940073588
UBE2T	-2.92202219475272	5.08944302107153	52.7071651489392	6.39899844218844e-05	0.00362597740054164
RXRG	-2.91330530323721	2.75765578788719	58.0266356095136	4.34795521952881e-05	0.0030255292649934
NREP	-2.91105797780868	9.79308877799468	100.850411412224	4.50694521137965e-06	0.00128826035805522
MCM5	-2.90850199397778	4.68340244067894	83.03824237579	1.08265505656783e-05	0.00160569606292318
C11orf52	-2.90468610729118	1.91711172653857	31.2235541891517	0.00404811390087498	0.037808728737206
CSRP3	-2.8827745724494	10.273352353813	52.5577987943511	6.46681530196681e-05	0.0036353418673503
LEFTY2	-2.88072708700152	6.33108150441346	85.0366086761249	9.83790715232254e-06	0.00154490199561112
LGALS3	-2.8717582030077	6.96493588213102	44.407175015155	0.000120096770568797	0.00511205841403797
VSTM2L	-2.86654302227757	4.18909017600574	83.291836868361	1.03430168178488e-05	0.00158563296106755
CRIP1	-2.8652839511408	2.78885525037216	15.7001807845184	0.00368685801378913	0.0358349192400418
KIF2C	-2.8604604461308	3.51132484764211	37.9965875358942	0.00021015591235355	0.00715777869575879
ENPP5	-2.8569678339706	2.96932470971164	62.3175375480163	3.31371791973256e-05	0.00279077625488893
NCAPH	-2.85456371399846	2.66937198555419	48.0944575295699	8.97494850593393e-05	0.00430600035530419
LINC01456	-2.83245858398832	2.1593699912347	22.9368404406689	0.00115941294477984	0.0178686622711189
FMC1	-2.83063255995385	3.93997392083229	14.2442402758097	0.00486366426936172	0.042539609150008
HMGB2	-2.83027859740799	6.35301162423557	70.4785821378425	2.1348709822624e-05	0.00230279360949102
IMMP1L	-2.82925413821067	3.75860390309865	27.2372130613145	0.000661034119316528	0.0130629129137444
EMC10	-2.82476677150143	7.21890794864917	53.9662985782071	5.86086769489294e-05	0.00344334750828994
RAB9B	-2.8237228233313	5.22538722368826	84.3359407460933	9.84273361455784e-06	0.00154490199561112
TNNT2	-2.82053231493787	11.6029132789818	85.7420663613674	8.63477854306387e-06	0.00152648882297786
ASF1B	-2.81770106113868	3.43954346570872	58.5907097554443	4.30781834188771e-05	0.00301901140438794
SLC38A3	-2.80675586377487	2.27388005114971	56.9135097423332	0.000608492353256407	0.0124300327850366
SLC15A2	-2.80469921359695	3.81794985468651	18.7536071151379	0.0021756775633996	0.0260483958673523
SRPK3	-2.80060848269366	2.51838147937567	55.3748306469463	9.97157456920258e-05	0.00455473567588288
SMIM1	-2.79601343336109	2.30800405080546	20.6435805058039	0.00161811121229866	0.0217183285355243
H4C3	-2.79452013528765	6.63022654113312	31.0764480479929	0.000423456037543573	0.0103480421229359
CSPG5	-2.78607571130136	3.52129992703559	34.5408759925219	0.000293898587563764	0.00862058592490843
MOG	-2.76607229249552	4.23660904826468	84.5888723897926	9.23457805181938e-06	0.00153774040042082
SH3BGR	-2.76468855807059	7.77803420260974	64.7912708841167	2.94418646802739e-05	0.0026380717379955
REC114	-2.76181074393717	1.90869757241525	38.333663423239	0.00577184031991015	0.0472623440994429
FPGT-TNNI3K	-2.75352599786747	4.4000540863096	45.8606462864613	0.000106813223119826	0.00474807816008495
EPN3	-2.74957099757938	2.72140545336021	37.5529204149072	0.000219083239161356	0.00731541884498075
PIMREG	-2.74934162235874	3.11131059000496	29.9399550799652	0.000480807658490151	0.0110608308119018
NMRK2	-2.74768121954643	3.53261512422973	34.1658841765174	0.000305295115600239	0.00878417309886141
TRDN	-2.73787770587381	7.39802093414605	49.9525631441431	7.80608393939524e-05	0.00397519291919562
POLE2	-2.73433529881972	2.29758664350446	44.1285597788079	0.000626255351927392	0.0126560337496099
CDC45	-2.72606641121758	2.70840300322376	75.8604690855978	2.94306559169551e-05	0.0026380717379955
DIRAS3	-2.72253443728687	5.24665016250197	76.6206197321695	1.47263935152086e-05	0.00193063561732391
AMT	-2.71961780603485	4.1287156212342	81.1961719595186	1.08830238173971e-05	0.00160569606292318
SPX	-2.70856878889399	3.36462596790561	45.7880238588089	0.000107432436583485	0.00474807816008495
CEP55	-2.7085496482854	3.25316043057253	49.0514644796486	8.34780109178604e-05	0.00411580152824416
CDCA8	-2.6983417057536	2.89186852269181	74.7470436242813	1.48624798635829e-05	0.00193063561732391
PEBP4	-2.69504286284761	2.15962236487571	27.5101531335887	0.0016200067418761	0.0217289079260661
HRH2	-2.69418416880554	4.68690361440134	80.5952959340788	1.15125215424946e-05	0.00162525331099547
LINC00881	-2.69280743518133	6.33677475391002	48.4394280998051	8.74237964368126e-05	0.0042358448332829
SORCS3	-2.68772068887515	2.20200802983324	16.3404412536483	0.00328228515434674	0.0334246145704994
SMYD1	-2.68740870889855	8.63480587540748	28.3664035452581	0.000577020706785184	0.012062061128126
GPR22	-2.68324988118189	5.04331280813874	53.2330957222867	6.16709803716879e-05	0.0035385077422036
SYNPO2L	-2.6727822721062	7.67945759845717	109.864188707895	3.18846437127789e-06	0.00127688237464461
IGSF5	-2.67241701318661	1.93864417061871	22.1205868612817	0.00588137679806276	0.0477493822541934
SPHKAP	-2.66839154426497	4.78534097751929	15.1420839637031	0.00409104204762251	0.0380827884727213
ANLN	-2.66258677140594	6.61882055383204	17.2217059646769	0.00281132820714077	0.0304451950379268
CAVIN3	-2.66182689751779	4.20526676660243	34.2869865603232	0.000301555855973043	0.00873939289175218
CASQ2	-2.66024066024976	7.98976617345321	60.4720450853705	3.82403098396861e-05	0.00290925453489117
PLAC1	-2.65836937881533	2.11665292677649	36.0235567645047	0.00231513673699515	0.0270255372933111
MYZAP	-2.65465368825662	7.1784722759913	60.0367532255431	3.92973539318869e-05	0.00294325181757792
GPX3	-2.65273836862293	7.09466723688935	68.8900194618906	2.31867803004681e-05	0.0023965352184341
SGCA	-2.64409816228708	4.75430331889578	41.1644140618	0.000157924059781221	0.00607636044134686
DTL	-2.64116746908891	3.5918690944076	30.2342169412298	0.000465081220468751	0.0109001605478123
SLC27A6	-2.64087932313522	6.57551373240875	54.2309878661251	5.75495135895204e-05	0.00341176466817873
PDE1A	-2.63632710057528	3.38526931464746	23.9614954848352	0.00100711607168289	0.0165225149595966
UBE2E1	-2.63330340401637	4.59449814412196	69.6877484315942	2.18153763595677e-05	0.00232979543842003
TYRP1	-2.63100782849411	2.46698558561589	40.7328196019268	0.000276553845298434	0.00832333758633614
MLIP	-2.62690900488033	7.34880598870479	84.303597350127	9.23589628352335e-06	0.00153774040042082
TMEM71	-2.62523193857469	4.41387203547974	97.8423947488979	5.09131222949999e-06	0.00135009216053349
C11orf71	-2.62207234877932	3.1664880748028	38.0270164492743	0.000209560259291852	0.00715777869575879
NDUFB1	-2.61704576925345	6.33749204796476	30.0403773721513	0.000475367849451555	0.0110001689973913
CASQ1	-2.61401860605637	4.99368782478004	68.9416978542676	2.26712053491587e-05	0.00237902172495477
BIRC5	-2.60342364861061	5.10440041266799	93.3828530975437	6.14001763688371e-06	0.00141970211699254
TMEM163	-2.59204100133139	3.42233502043556	50.4568011119503	7.52188186804871e-05	0.00392319477923124
BRINP2	-2.58769315895591	2.27211420575156	19.146537863063	0.00204223075349773	0.0249842232393305
RRM2	-2.58134027670918	4.72685103567734	85.001664907608	8.93796396269593e-06	0.00153774040042082
SFRP5	-2.58053802301632	6.38999944383713	94.1502753492266	5.94182465877356e-06	0.00141970211699254
GPR183	-2.58009991537946	3.92636012380055	50.0761499510931	7.73521660312816e-05	0.00397491146365992
PKMYT1	-2.5755177779741	2.46261342747926	23.3563230902932	0.00109383800896308	0.0173235171809177
ALDOC	-2.57385607597151	7.3919897700283	80.3836631482071	1.11559650534812e-05	0.00160965810473869
PKIA	-2.57042759325711	6.3401820250321	81.6044764828933	1.05093459849266e-05	0.00158672253331434
MIR1-1HG-AS1	-2.56784867904279	3.61668784595929	36.8147200072705	0.000235001093289988	0.00754734280463083
CRABP2	-2.56591343691	9.84116047717523	55.2715787962249	5.32738324859381e-05	0.00327709220962873
SLC26A9	-2.56535846471633	3.13769793291052	30.3854118516278	0.000457248181844687	0.0108233788568616
NEK2	-2.56108978373737	3.131410626198	65.3673869259007	2.54190796009518e-05	0.00251918484348221
TYMSOS	-2.55136113775425	2.21724289961032	17.4778812297158	0.00269039510956626	0.029709410936983
RMI2	-2.54233561908875	3.49417709504666	61.9302087060727	3.36336794234231e-05	0.00281189222085694
FERMT1	-2.54002915365954	3.76784661175593	40.693171232194	0.000164583729489139	0.00616340939649881
COX7C	-2.53874787078547	8.32121656790684	29.8635214522883	0.000484999674393999	0.0111181642647587
DEPDC1	-2.53844648216503	4.16380388512454	87.0059370506316	8.1459128842714e-06	0.00151010682649468
CKAP2L	-2.53351739717778	3.06374671208195	70.1248193246818	1.90889610832339e-05	0.00219054200781461
PNMT	-2.53290490969232	2.04465005097723	19.9143537421414	0.00464806938453287	0.0413084535927031
MINCR	-2.53194762718351	2.317574879848	14.9523262376616	0.00424086829092298	0.0388960294106878
CDK1	-2.52863409594248	4.7201551263417	87.351930942789	8.01806217817316e-06	0.00151010682649468
C11orf1	-2.52357053366594	3.69933107023587	26.4256907484031	0.000730892759143223	0.0138975858649878
UPK1B	-2.51869673498433	3.74033527466271	57.6521545260068	4.57741674724659e-05	0.00307611811065821
SMIM5	-2.50740337523661	2.35164138104207	28.8056666367487	0.000884576898188748	0.0153204346629813
GIHCG	-2.50260566486885	4.07094008282923	29.0619529141342	0.000531804443665424	0.0115693997761049
CCNB2	-2.50028177721422	3.95780280575221	72.9395391156225	1.64396268810616e-05	0.00197831487830265
APOBEC2	-2.49530730975856	6.76876589226954	62.3214067123701	3.41074998559571e-05	0.00281189222085694
ZNF793-AS1	-2.48275413504274	2.44128560436219	21.0952561428724	0.00151207628977991	0.0210435978967029
ADHFE1	-2.47055347161454	4.03904709926766	86.4222817804005	8.36731959595088e-06	0.00151010682649468
RPE65	-2.46731076067769	2.8221033028449	66.2173025773697	4.09423754751657e-05	0.00298666257973671
PHACTR3	-2.46654607129485	2.03941342846972	27.3521948467385	0.0057897931044866	0.0473387958705585
PRADC1	-2.46435551674971	5.44666204424794	35.5192850994466	0.000266547393497347	0.00818538263317439
ACOT2	-2.46398983819574	5.11429249266913	49.1225607089242	8.30340516260473e-05	0.00410976056671351
MTERF2	-2.45402369455837	5.09358571087488	67.0882736768261	2.4075387605634e-05	0.00243640987057403
HJURP	-2.45144966041734	3.22488945504994	26.3682705373979	0.00073617388544443	0.0139380980124542
TSTD1	-2.44393317670985	4.92183291150316	25.4740508935772	0.000824849901534399	0.0147548127783131
DUSP27	-2.44368028948217	6.22047455019062	13.4197721624369	0.00573871582709479	0.0471569600816922
CLYBL	-2.44325654719585	2.65852906932212	66.0532471438686	0.000157171399053373	0.00607120937721327
SFRP2	-2.43868002861874	3.03204784592598	47.7898435666389	9.18669653906634e-05	0.00435436101898789
LRRCC1	-2.43721411717009	2.81353507364991	51.6754205352794	6.4065868826871e-05	0.00362597740054164
IDNK	-2.43392585355763	2.56791605406378	29.8014149496487	0.00048843923787575	0.0111607488862252
LINC02384	-2.43327010138419	2.45313758843185	22.6235811671851	0.00121157672632471	0.0183853782145041
EXOC3-AS1	-2.43017654664656	2.9122712738321	24.6063790775818	0.000923867863835571	0.015785026462993
PHOSPHO2	-2.42778653304019	2.27098349094554	20.6185793760903	0.00182415301679294	0.0233346510094705
KCNS2	-2.42589644343153	2.61384844034846	14.6447649828634	0.00449844923453359	0.040307337593266
GSG1	-2.42447968157316	3.18867311031256	36.0289618599414	0.000253546086649299	0.00790016622792556
NUSAP1	-2.42394601351094	4.63930225897657	54.6311759060178	5.59926661381014e-05	0.00337640576797721
LRRC10	-2.41889906215365	6.7268328180554	76.6073994918504	1.34913457862643e-05	0.0018384769330824
TMEM141	-2.41755221244435	5.35373866811728	40.8787421801795	0.000161920549924979	0.0061220943182618
NEBL	-2.41364015627838	8.49639568288958	62.6512473680099	3.04768399604048e-05	0.00269390554298659
NES	-2.41212810624821	6.009236164929	83.6231917412054	9.53813599251466e-06	0.00154490199561112
TRAPPC6A	-2.40906283959382	4.16493940770893	26.6763946279411	0.000708376238179246	0.0136149247503946
SLC8A1	-2.40696772564488	7.23235431075513	21.6172654116291	0.0014000248941095	0.0200823746323909
CENPH	-2.39572541077488	3.28214176283035	26.9807559060317	0.000682181490803872	0.0132933936385744
PHYHD1	-2.39503568430517	3.49071118737589	22.2456949393609	0.00127842604292432	0.0189502570582479
SLC30A3	-2.39500754375423	3.50084640174622	73.3061567886414	1.60437514555677e-05	0.00197743878977167
C11orf74	-2.39051105332885	5.09725623444262	43.6293968890252	0.000128044637255058	0.00528972614074947
RCSD1	-2.38971917423238	5.72575463809595	40.1116533375028	0.000173287406293073	0.00645240754020679
C14orf180	-2.38662423607082	3.73162991530372	83.4460364032025	9.61881772339286e-06	0.00154490199561112
HSPB1	-2.38507226461138	9.80532304350914	28.4877958570978	0.000568796297656036	0.0119630115207978
EPHX2	-2.38428919677932	3.27771708164541	58.9312486223692	3.8372208623499e-05	0.00290925453489117
VIPR1	-2.38248325266056	2.89505576887747	26.3922759358357	0.000733960307709018	0.0139154619499266
NTF4	-2.37709787477797	2.41215036140867	39.5017621910877	0.00098821836443017	0.0163643957512348
RPA3	-2.36524589829094	4.81941609138769	23.4840939211863	0.00107478166386798	0.0171617197936942
FN3K	-2.36477852552339	2.90113920585368	31.402273155919	0.000408596106280401	0.0101673696527443
MRPS28	-2.35849771274672	4.86535555730586	35.9038739442851	0.000256662996842383	0.00798177177026637
ZSCAN16-AS1	-2.3562345470781	2.83013266043309	18.9372282021329	0.00211201343535648	0.025470142516182
TAGLN3	-2.35477664603698	2.2185343525716	23.6724863624532	0.00307850686489252	0.0321669543183098
UBE2C	-2.34933233620599	4.36717559147747	29.1354616514899	0.000527285983529791	0.0115221969429901
DNAAF3	-2.34817976376001	2.67682820195951	34.2413917455448	0.000302956998808465	0.00873939289175218
HSD17B8	-2.34563909217826	2.95944927268755	31.6668728041723	0.000397000484522183	0.0100520522681017
CRYAB	-2.34424314615386	8.98525077827819	28.1348696461392	0.000593119060213076	0.0122127757802321
TRDN-AS1	-2.34061657919787	4.53475205203493	58.2395964111634	4.30160637426838e-05	0.00301901140438794
FOXM1	-2.34032096343411	3.4519175911437	17.4586743579796	0.00269923583705423	0.0297234033841275
C17orf97	-2.3353260298714	2.57069307137817	50.2816045800422	0.000445880062649612	0.0106831556402605
PDE6B	-2.33319201646387	3.17440063584265	55.8700231607162	4.75806332217669e-05	0.00311224921903577
CLIC5	-2.33280027026609	6.04052768169754	28.3578780220619	0.00057760382575191	0.012062061128126
TMOD1	-2.3297432372483	7.11392609210368	72.7228034915563	1.6554702767396e-05	0.00197831487830265
FPGT	-2.3291085970186	2.49010772783374	40.1093277895648	0.000813531154123209	0.0146725787949621
LINC01778	-2.32760334514533	2.51202498215547	22.7113101317112	0.0011966804409265	0.0182600779877922
LRRC52-AS1	-2.32442169698578	3.64439048273353	28.8242643174225	0.000546746249589602	0.0116919688294683
CDCA5	-2.32246192828849	2.82812587961637	58.9571020819184	7.9085859974471e-05	0.00399974698525527
TK1	-2.32018749626986	4.7330062020774	44.8792894465443	0.00011556896624414	0.0049515498353903
MORN2	-2.31915136492787	4.20771427180321	23.491779767984	0.00107364850874697	0.0171617197936942
GP1BB	-2.31450928230818	2.952442591174	15.6339270871177	0.00373216736056932	0.0360060570877344
ATP5PF	-2.31221823207168	8.04004044329733	26.0676286423751	0.000764608457886279	0.0142108629262294
COL21A1	-2.30966356820404	4.73927833408588	60.8379264237252	3.52256932792818e-05	0.00281189222085694
DRD1	-2.30512997723156	2.54532901133271	14.6602553297019	0.00448501991792951	0.0402248554298586
ACSM5	-2.3030177983731	2.38538221177458	53.8820763664155	0.00157392027599288	0.0214354069457505
NDUFA3	-2.30215424548053	6.00411717200275	19.4293870832072	0.00195240460574808	0.0243560302470404
BOLA1	-2.29671653966235	3.1327340452117	18.1202968471031	0.00241430867462274	0.0277539420750568
CCND2-AS1	-2.29558431390687	2.92959293374581	16.7650749943489	0.00304406751849809	0.0319431748211166
BIK	-2.29204186513617	4.56209496605614	23.0772945925173	0.00113692821805206	0.0177093754573073
CORO6	-2.28983149426448	6.37277174588185	66.6996655411354	2.32044891964776e-05	0.0023965352184341
S100A6	-2.28794853968635	4.17157846233093	18.3522259720145	0.00232332540793496	0.0270728114488763
HAND1	-2.28199895395968	4.02149441972873	50.0606832797358	7.74404187875006e-05	0.00397491146365992
KIAA0319	-2.28173052550047	2.52384576058614	13.5546199530351	0.00558297485048831	0.0464214896148865
COX7B	-2.28166396121841	7.85303281471085	24.183742530504	0.000977416296834574	0.0162955310049149
